图录号(ABCD),禁止出关(BCD),中文作者,中文名称(ABCD),中文作者二,中文名称二( B),中文年代(ABC),中文材质(AB),中文签名(A),题识钤印(AB),中文出版(ABC),中文展览(ABC),中文来源(AB),中文描述(ABCD),中文纪录（BC),中文著录（B),中文款识（C),中文收藏（C),中文参阅 C,英文作者(AB),英文名称(ABCD),英文年代(ABC),英文材质(AB),英文签名(AB),英文出版(AC),英文展览(AC),英文来源(AC),英文参阅（C),尺寸(ABC),估价(ABCD)
381,,王克敏,李商隐诗五首,周怀民,崖渚幽居,18×50.5 cm. 约0.82平尺,成扇 朱砂纸本 水墨纸本,,正面：（文略）辛巳（1941年）闰六写李义山七律五首，应通理监督先生属书。敏本不工书，加以废置几四十年，失去右目亦将十年，近又久病初起，潦草塞责，而索书者尚纷纷，海上有逐臭之夫，吾字则腐臭矣。王克敏。<br>钤印：王克敏印<br>背面：通理乡长法家正之，怀民周仁写于琴岛。 钤印：怀民,,,,王克敏是对日妥协派的主帅之一，1937年12月即出任日军扶植的傀儡政权首脑要职。拍品一面为他的书法，写于1941年，彼时他正担任华北政务委员会委员长一职，在抗战期间，该委员会即华北地区的汉奸政权。<br>上款“通理”即秦中行（1888-？），字通理，江苏无锡人，毕业于京师译学馆（北京大学前身），曾任松江盐运副使。民国后任汪伪政权官职，历任胶海关、津海关、沪海关关务监督。喜书画，富收藏，爱好京剧，是京城著名票友。,,,,,,WANG KEMIN AND ZHOU HUAIMIN,CALLIGRAPHY,,"Folding fan, ink on paper","Signed Wang Kemin, with one seal of the artist.",,,,,18×50.5 cm. 约0.82平尺," 15,000-22,000"
382,,曹汝霖,陶渊明《饮酒》三首,方 若,茂松双喜,17.5×49.5 cm. 约0.78平尺,成扇 水墨洒金笺、设色洒金笺,,正面：清晨闻叩门，倒裳自往开。问子为谁欤，田父有好怀。壶浆远见候，疑我与时乖。篮缕茅檐下，未足为高栖。举世皆尚同，愿君汩其泥。深感老父言，禀气寡所谐。纡辔诚可学，违己讵非迷。且共欢此饮，吾驾不可回。我昔曾远游，直至东海隅。道路逈且长，风波阻中途。此行谁使然，似为饥所驱。倾身营一饱，少许便有余。恐此非名计，息驾归闲居。颜生称为仁，荣公言有道。屡空不获年，长饥至于老。陶渊明诗。应。庚辰（1940年）春，曹汝霖。 钤印：曹汝霖印<br>背面：方若。<br>钤印：药雨,,,,,,,,,,CAO RULIN AND FANG RUO ,CALLIGRAPHY,,"Folding fan, ink on gold-flecked paper, ink and color on gold-flecked paper.","Signed Cao Rulin, with one seal of the artist.",,,,,17.5×49.5 cm. 约0.78平尺," 15,000-22,000"
383,,王师子,书画合璧扇,,,18.9×49.5 cm. 约0.84平尺,成扇 设色纸本,,正面：开从百花后，占断群芳色。更作琴轸房，轻盈锁窗侧。肇如先生雅正，癸未五月，师子王伟。<br>钤印：王、师子六十后作<br>背面：（文略）肇如先生属模武梁题榜。昭阳协洽皋月，师子王伟沪上。<br>钤印：王、师子六十后作、肖形印,,,,与编号384、385拍品为同一上款。<br>扇骨为近代刻竹名家刘梦云雕制。一面刻梅花双鹊，一只于下方引颈啼叫，另只抓附枝头，侧首左视，遥相呼应，顾盼生姿，款“东风第一枝。砚北画，梦云刻于故都”，落“万、心安”印，梅枝用刀劲利，喜鹊以毛雕法刻成，羽翼毛绒蓬松的质感毕现，洵为生动；另面刻杜牧《江南春》诗，款“蒋仲良书，刘梦云刻”，落“镏”印，运刀流畅，一气呵成。,,,,,,WANG SHIZI ,PAINTING AND CALLIGRAPHY,1943,"Folding fan, ink and color on paper.","Signed Wang Wei, dated 1943, with two seals of the artist.",,,,,18.9×49.5 cm. 约0.84平尺," 60,000-80,000"
384,*,溥心畬,蒹葭秋思,傅增湘,孙承泽画跋,19.1×51 cm. 约0.88平尺,成扇 设色纸本、水墨发笺,,正面：秋原望不极，寒景落溪头。一夜西风发，蒹葭处处稠。肇如先生正，溥儒。<br>钤印：心畬、垂虹、隔千里兮共明月<br>背面：元末倪云林、顾阿瑛皆以风流文藻相尚，两君赀雄江南，亭馆声伎，妙绝当时，兵起，皆毁家自全顾薙发为僧，自题小像云：儒衣僧帽道人鞋，到处青山骨可埋。若问向来豪侠处，五陵裘马洛阳街。薛道祖有清秘阁，黄伯思有云林堂，倪皆袭之，清秘更胜，前植碧梧，四周列种奇石，蓄古法书名画，尝有进贡使，经无锡，具沉香百斤求见，辞之，惟开云林堂使登焉。肇如仁兄雅正，傅增湘万寿山书。 钤印：傅、沅叔,,,,与编号383、385拍品为同一上款。,,,,,,PU XINYU AND FU ZENGXIANG ,PAVILION,,"Folding fan, ink and color on paper, ink on paper.","Signed Pu Ru, with a dedication and three seals of the artist.",,,,,19.1×51 cm. 约0.88平尺," 180,000-250,000"
385,,马 晋,春郊双骏,张海若,节录《文心雕龙》,18.4×50.5 cm. 约0.84平尺,成扇 设色纸本、水墨发笺,,正面：庚辰嘉平月下旬（1941年），似肇如先生雅正，湛如马晋。<br>钤印：马晋、湛如<br>背面：（文略）庚辰（1940年）夏，肇如先生雅监，海若。<br>钤印：张海若,,,,与编号383、384拍品为同一上款。,,,,,,MA JIN AND ZHANG HAIRUO ,TWO HORSES,,"Folding fan, ink and color on paper, ink on paper.","Signed Ma Jin, with a dedication and two seals of the artist.",,,,,18.4×50.5 cm. 约0.84平尺," 80,000-100,000"
386,*,吴昌硕,书画合璧扇,,,18.2×53 cm. 约0.87平尺,成扇 设色纸本,,正面：拟雪个法，昌硕。 钤印：缶记<br>背面：（文略）次侯先生属临石鼓字即正。己丑五月，昌硕吴俊。 钤印：吴俊之印,,,,上款“次侯”即赵宗建（1828-1900），字次侯，江苏常熟人，藏书家，斋名旧山楼，家藏司马光《资治通鉴》稿、朱熹《大学章句》稿等均为稀有珍本，与吴大澂、翁同和、沈石友等同好常相过从。吴昌硕与沈石友为金兰之交，每至常熟必住沈家，也由此与赵宗建相识。,,,,,,WU CHANGSHUO,PAINTING AND CALLIGRAPHY,1889,"Folding fan, ink and color on paper.","Signed Changshuo, dated 1889, with one seal of the artist.",,,,,18.2×53 cm. 约0.87平尺,"30,000-40,000"
387,,王震,牵牛山雀,,,18.4×51 cm. 约0.85平尺,成扇 设色纸本,,题识：镜舜先生雅属，辛未夏，白龙山人写。<br>钤印：王震之印、一亭、白龙山人,,,,,,,,,,WANG ZHEN ,MORNING GLORY,1931,"Folding fan, ink and color on paper.","Signed Bailong Shanren, dated xinwei,1931, with a dedication and three seals of the artist.",,,,,18.4×51 cm. 约0.85平尺,"6,000-9,000"
388,,王 震,听松,程宗伊,四体书法,18.5×50 cm. 约0.83平尺,成扇 设色纸本、水墨洒金笺,,正面：听松。云程先生属画，乙亥（1935年）秋初，白龙山人写。 钤印：一亭、白龙山人<br>背面：（临《散氏盘》、《书谱》、《礼器碑》、《闲放言》文略）云程仁兄大雅属，程宗伊。<br>钤印：程宗伊印、旧史氏,,,,上款“云程”即毕云程（1891-1971），浙江海盐人，于沪上经营棉纱业，最早赞助邹韬奋《生活周刊》，1935年为生活书店总经理，1957年任韬奋纪念馆馆长。,,,,,,WANG ZHEN AND CHENG ZONGYI,A SCHOLAR UNDER THE PINE,,"Folding fan, ink and color on paper, ink on gold-flecked paper.","Signed by Wang Zhen, entitled, with two seals of the artist.",,,,,18.5×50 cm. 约0.83平尺," 15,000-22,000"
389,,赵云壑,销暑图,萧退闇,龚自珍《己亥杂诗》,18.2×50 cm. 约0.82平尺,成扇 设色纸本,,正面：炎夏坐望荷亭，赏荷食瓜，其清福不浅也。辛卯二月花朝前一日，以东园布衣笔法成之，七十八岁赵云壑并识。 钤印：老壑<br>背面：（文略）七十二辛卯如月，辠松篆于南村。<br>钤印：辠松私印、兰陵仲子、不臣木轩,,,,,,,,,,ZHAO YUNHE AND XIAO TUI'AN,LOTUS AND MELON,1951,"Folding fan, ink and color on paper.","Signed Zhao Yunhe, with one seal of the artist.",,,,,18.2×50 cm. 约0.82平尺,"8,000-10,000"
390,,凌文渊,书画合璧扇,,,19×50 cm. 约0.86平尺,成扇 水墨纸本,,正面：隐峰居士凌直支制于犹未树斋。<br>钤印：文渊、直支<br>背面：（节临《散氏盘》，文略）堃山先生雅鉴，弟文渊。<br>钤印：直支,,,,,,,,,,LING WENYUAN ,PAINTING AND CALLIGRAPHY,,"Folding fan, ink on paper.","Signed Ling Zhizhi, with two seals of the artist.",,,,,19×50 cm. 约0.86平尺,"5,000-7,000"
391,,郑孝胥、叶虔,书画扇二柄,,,（一）18.4×49 cm. 约0.81平尺<br>（二）18×48.5 cm. 约0.79平尺,成扇（二柄） 水墨纸本,,,,,,叶虔（1904-1985），字葱奇，安徽桐城人。郑孝胥之婿。古典文学家，代表作《李商隐诗集疏注》。<br>（一）（自作诗三首文略）崑三仁兄世大人属录，孝胥。<br>钤印：太夷<br>（二）九龙山人有此一笔。甲申夏，临奉崑三先生方家正之，葱奇叶虔。 钤印：叶虔、葱奇,,,,,,ZHENG XIAOXU AND YE QIAN ,CALLIGRAPHY,,"Folding fan(2), ink on paper.","Signed Xiaoxu,Ye Qian, with three seals of the artists.",,,,,（一）18.4×49 cm. 约0.81平尺<br>（二）18×48.5 cm. 约0.79平尺,"5,000-7,000"
392,,袁克文,自作诗,,,20×54 cm. 约0.97平尺,成扇 水墨纸本,,释文：乍著微绵强自胜，荒台古槛一凭陵。波翻太液心无住，云起苍崖梦欲腾。几向远林闻怨笛，独临虚室转明灯。绝怜高处多风雨，莫到琼楼最上层。崑三吾兄，寒云。 钤印：双爰盦,,,,,,,,,,YUAN KEWEN ,CALLIGRAPHY,,"Folding fan, ink on paper.","Signed Hanyun, with a dedication and one seal of the artist.",,,,,20×54 cm. 约0.97平尺,"5,000-7,000"
393,,曾纪芬,福寿齐眉,,,18.5×50 cm. 约0.83平尺,成扇 水墨发笺,,释文：福寿齐眉。崑三姻世讲五十双寿，崇德老人书贺。<br>钤印：聂曾纪芬,,,,,,,,,,ZENG JIFEN ,CALLIGRAPHY,,"Folding fan, ink on paper.","Signed by Zeng Jifen, with a dedication and one seal of the artist.",,,,,18.5×50 cm. 约0.83平尺,"5,000-7,000"
394,,王克敏,自作诗四首,汤 涤,松岭晴云,17.9×48 cm. 约0.77平尺,成扇 水墨纸本、设色纸本,,正面：（文略）前两首壬申（1932年）冬以得子告亲友，一时和诗甚盛，复叠韵答谢之为后二首。崑三我兄两正，弟王克敏。<br>钤印：叔鲁<br>背面：松岭晴云。崑三先生雅令，即正之。甲戌（1934年）秋灯，双于道人汤涤涂。<br>钤印：定之、琴隐后人,,,,,,,,,,WANG KEMIN AND TANG DI ,CALLIGRAPHY,,"Folding fan, ink on paper, ink and color on paper.","Signed Wang Kemin, with a dedication and one seal of the artist.",,,,,17.9×48 cm. 约0.77平尺,"5,000-7,000"
395,,黄 濬,自作诗四首,刘含章,牧童渡秋水,19.1×49 cm. 约0.84平尺,成扇 水墨洒金笺、水墨纸本,,正面：（文略）崑三吾兄两教，癸酉（1933年）春日，秋岳弟濬。 钤印：黄濬所作、聆风<br>背面：崑山表叔教正，壬申（1932年）秋日，刘含章作于金陵。 钤印：仲缵,,,,刘含章，字仲缵，福建福州人，司法界元老。上世纪二十年代末活跃于津宁司法界，曾任国民政府最高法院民事庭庭长、贵州高等法院院长等职。,,,,,,HUANG JUN AND LIU HANZHANG,CALLIGRAPHY,,"Folding fan, ink on gold-flecked paper, ink on paper.","Signed Jun, with a dedication and two seals of the artist.",,,,,19.1×49 cm. 约0.84平尺,"5,000-7,000"
396,,梁鸿志,自作诗二首,夏敬观,太行山色,20×53.5 cm. 约0.96平尺,成扇 水墨纸本,,正面：（文略）己巳（1929年）冬至，《三十里埠》、《相度果园》二诗，写似昆三表弟方家教之，众异梁鸿志。<br>钤印：鸿志、众异<br>背面：辛未（1931年）暮春，雨过晚晴，林亭水石晻蔼清华，海天云气嵯峨若山岳，展视顾弢庵《太行山色图》，振笔临之，昆三世仁兄雅正，吷庵夏敬观。<br>钤印：敬观,,,,,,,,,,LIANG HONGZHI ANDXIA JING GUAN,CALLIGRAPHY,,"Folding fan, ink on paper.","Signed Liang Hongzhi, with two seals of the artist.",,,,,20×53.5 cm. 约0.96平尺,"5,000-7,000"
397,,陈汉第、陈敬第、叶景葵,书画扇二柄,,,（一）17.6×50 cm. 约0.79平尺<br>（二）18.4×50 cm. 约0.83平尺,成扇（二柄） 设色纸本、水墨纸本,,（一）正面：拟归去恭，似崑三我兄鉴教，甲申（1944年）夏，陈汉第。<br>钤印：汉第、伏庐、吾今年已七十一<br>背面：（自作诗，文略）录赠匋遗、厚生、揆初旧作，崑三我兄赐教，陈敬第。 钤印：叔通<br>（二）释文：（自作诗，文略）癸未（1943年）冬用墨巢韵，赠崑三我兄教正，弟叶景葵。<br>钤印：揆初七十后作、叶,,,,叶景葵（1874-1949），字揆初，浙江杭州人。近代实业家、藏书家。光绪二十九年（1903）进士。,,（叶景葵《自作诗》）《叶景葵年谱长编·下》第1110页，上海交通大学出版社，2017年4月,,,,"CHEN HANDI, CHEN JINGDI, YE JINGKUI",PAINTING AND CALLIGRAPHY,,"Folding fan(2), ink and color on paper, ink on paper.<br>1.Signed Chen Handi, with three seals of the artist.","Folding fan(2), ink and color on paper, ink on paper.<br>1.Signed Chen Handi, with three seals of the artist.",,,,,（一）17.6×50 cm. 约0.79平尺<br>（二）18.4×50 cm. 约0.83平尺,"5,000-7,000"
398,,王克敏、吴用威,书法扇二柄,,,（一）19×50.5 cm. 约0.87平尺<br>（二）20×54 cm. 约0.97平尺,成扇（二柄） 水墨纸本,,（一）（自作诗三首，文略）庚辰（1940年）六月退居青岛，曾赋述怀诗三章，越岁辛巳（1941年）闰六，录寄上海崑三吾兄一览，俾知余近年经过及真意所在。不见叔度几三年矣，何止三日，俗尘满吾身，涤之终不可去，卒之叔度为我去之也。仍祈两正，老农初稿并识。<br>钤印：王克敏印<br>（二）（文略）《广州杂诗》，壬申（1932年）年旧作，书似崑三仁兄两正，屐斋吴用威。<br>钤印：屐斋,,,,,,,,,,WANG KEMIN AND WU YONGWEI,CALLIGRAPHY,,"Folding fan(2), ink on paper.","1.Signed by Wang Kemin, with one seal of the artist.<br>2.Signed Wu Yongwei, with one seal of the artist.",,,,,（一）19×50.5 cm. 约0.87平尺<br>（二）20×54 cm. 约0.97平尺,"5,000-7,000"
399,,谭泽闿、瞿宣颖,书法扇二柄,,,（一）18.5×50.3 cm. 约0.84平尺<br>（二）20×53.5 cm. 约0.96平尺,成扇（二柄） 水墨纸本,,（一）轼已到扬州，此行天幸，既得老兄与端叔，又途中与完夫、正仲、巨源相会，所至辄作数剧饮笑乐，未知它日能复继此否耳？昆三我兄雅正，谭泽闿。<br>钤印：瓶翁<br>（二）（自作诗三首，文略）崑三仁兄世姻先生两正，兑之写上。<br>钤印：中立,,,,,,,,,,TAN ZEKAI AND QU XUANYING ,CALLIGRAPHY,,"Folding fan(2), ink on paper.","1.Signed Tan Zekai, with one seal of the artist.<br>2.Signed by Qu Tuizhi, with a dedication and one seal of the artist.",,,,,（一）18.5×50.3 cm. 约0.84平尺<br>（二）20×53.5 cm. 约0.96平尺,"5,000-7,000"
400,,黄孝纾、陈祖壬,书画扇二柄,,,（一）18.5×49.5 cm. 约0.83平尺<br>（二）18.8×51 cm. 约0.86平尺,成扇（二柄） 设色纸本、水墨纸本,,（一）崑三世先生雅教，秋山萧寺，用王叔明法，匑庵。<br>钤印：匑厂<br>（二）（自作诗四首，文略）崑三老兄属录旧作，壬午（1942年）春日，病树陈祖壬。<br>钤印：祖壬君任、逋翁、病树,,,,黄孝纾，号匑厂，福建闽侯人。历任山东大学、大夏大学教授，工画，擅诗词。,,,,,,HUANG XIAOSHU AND CHEN ZUREN,PAINTING AND CALLIGRAPHY,,"Folding fan(2), ink and color on paper, ink on paper.","1.Signed Gong'an, with a dedication and one seal of the artist.<br>2.Signed Cheng Zuren, with three seals of the artist.",,,,,（一）18.5×49.5 cm. 约0.83平尺<br>（二）18.8×51 cm. 约0.86平尺,"5,000-7,000"
401,*,沈尹默,慈竹春阴,褚保权,沈尹默《湖上诗》七首,18.5×49 cm. 约0.82平尺,成扇 水墨纸本,,正面：西爽索我画竹，是欲我弄班门之斧也，是何敢辞。呵呵。尹默。 钤印：尹默之印、竹溪沈氏<br>背面：（文略）西爽先生属正，保权书尹默《湖上旧作》。<br>钤印：保权,,,,上款“西爽”即黄西爽（1906-1967），浙江吴兴人，上海知名中医，好丹青，与吴湖帆、谢稚柳等海上画家交谊深厚。,,,,,,SHEN YINMO AND CHU BAOQUAN ,BAMBOO,,"Folding fan, ink on paper.","Signed Yinmo, with two seals of the artist.",,,,,18.5×49 cm. 约0.82平尺," 35,000-45,000"
402,,张伯驹,自作词《念奴娇》,潘 素,湘江春景,18×52 cm. 约0.84平尺,成扇 水墨纸本、设色洒金笺,,正面：（文略）为子良仁兄正，丛碧。<br>钤印：好好先生<br>背面：湘江春景。潘素。<br>钤印：潘素之印,,,,与编号350拍品为同一上款。,,,,,,ZHANG BOJU AND PAN SU ,CALLIGRAPHY,,"Folding fan, ink on paper.","Signed Congbi, with a dedication and one seal of the artist.",,,,,18×52 cm. 约0.84平尺," 35,000-45,000"
